27, 8, pa1-debug-c-output1.txt
  195.55,   200.00,   205.23
  392.64,   409.41,   202.13
  208.44,   209.98,   209.25
  206.79,   213.44,   334.22
  205.35,   216.84,   459.20
  210.44,   334.63,   206.00
  209.07,   338.17,   330.97
  207.79,   341.67,   455.87
  212.54,   459.47,   202.65
  211.30,   463.05,   327.59
  209.92,   466.66,   452.56
  333.21,   208.18,   210.73
  332.04,   211.42,   335.62
  330.84,   214.69,   460.52
  335.43,   333.19,   207.38
  334.00,   336.39,   332.29
  332.56,   339.52,   457.18
  337.63,   458.03,   204.11
  335.91,   461.38,   328.97
  334.19,   464.63,   453.90
  458.20,   206.22,   212.30
  457.27,   209.47,   337.04
  456.10,   212.78,   461.79
  460.42,   331.48,   208.80
  458.90,   334.54,   333.73
  457.34,   337.52,   458.68
  462.64,   456.37,   205.51
  460.66,   459.56,   330.46
  458.81,   462.60,   455.48
  211.49,   211.73,   448.97
  210.69,   210.69,   573.97
  210.05,   209.56,   698.96
  214.30,   336.59,   449.92
  213.31,   335.69,   574.85
  212.27,   334.68,   699.77
  216.82,   461.61,   450.88
  215.59,   460.82,   575.92
  214.37,   459.84,   700.77
  336.99,   209.15,   449.87
  336.04,   208.28,   574.86
  334.99,   207.43,   699.88
  339.10,   334.01,   450.81
  338.10,   333.04,   575.88
  337.24,   332.29,   701.01
  341.09,   459.14,   451.81
  340.04,   458.13,   576.98
  339.34,   457.29,   702.19
  462.25,   206.81,   450.71
  461.18,   206.06,   575.67
  459.90,   205.36,   700.75
  463.90,   331.59,   451.88
  462.95,   330.60,   576.96
  462.28,   329.95,   702.08
  465.74,   456.67,   452.98
  464.88,   455.56,   578.14
  464.53,   454.77,   703.38
  208.79,   451.42,   209.18
  206.90,   450.07,   334.15
  204.88,   448.75,   459.13
  208.97,   576.73,   210.52
  206.94,   575.26,   335.54
  204.64,   573.86,   460.75
  209.09,   702.32,   211.78
  206.71,   700.60,   336.83
  204.15,   698.85,   462.20
  333.88,   451.84,   211.23
  331.51,   450.25,   336.12
  329.18,   448.54,   461.08
  333.91,   576.64,   212.91
  331.42,   575.24,   337.73
  328.99,   573.79,   462.71
  333.61,   701.46,   214.47
  331.29,   700.16,   339.33
  329.04,   698.89,   464.17
  458.88,   452.05,   213.24
  456.25,   450.28,   338.22
  453.78,   448.36,   463.27
  458.80,   576.64,   215.13
  456.19,   575.25,   339.83
  453.80,   573.72,   464.72
  458.26,   701.09,   217.00
  456.29,   700.09,   341.42
  454.30,   699.02,   465.89
  210.55,   451.93,   449.56
  206.68,   451.88,   574.54
  202.77,   451.61,   699.31
  207.15,   577.03,   449.69
